rainsford,117
general,97
said,60
one,29
hunting,28
now,22
night,22
eyes,21
zaroff,19
heard,19
see,19
made,18
hunt,18
rainsford's,17
mr,17
man,16
will,16
saw,15
thought,15
sound,15
must,15
can,15
sea,15
island,14
good,14
ivan,14
come,13
place,13
like,13
game,13
face,13
tree,13
black,13
animal,13
think,13
jungle,12
new,12
back,12
even,11
trail,11
hunter,11
hand,11
came,11
well,10
men,10
go,10
get,10
knew,10
along,10
another,10
general's,9
yacht,9
many,9
hounds,9
whitney,9
stopped,9
lights,8
sleep,8
feet,8
strong,8
great,8
giant,8
big,8
fellow,8
first,8
cossack,8
nerve,8
light,8
life,8
three,8
wish,8
began,7
pit,7
find,7
follow,7
went,7
almost,7
quarry,7
knife,7
bit,7
way,7
thing,7
smile,7
window,7
smiled,7
never,7
something,7
high,7
looked,7
coming,7
shall,7
fear,7
every,7
found,7
give,7
oh,7
held,7
food,7
whole,6
dear,6
thick,6
two,6
',6
ever,6
cry,6
pack,6
bed,6
sport,6
reached,6
long,6
ground,6
rest,6
right,6
clothes,6
put,6
far,6
gave,6
dark,6
toward,6
cigarette,6
took,6
open,6
know,6
pistol,6
away,6
rather,5
glass,5
pointed,5
tell,5
grew,5
yes,5
chance,5
enough,5
feel,5
time,5
nearer,5
world,5
say,5
foot,5
just,5
upon,5
dead,5
always,5
suggest,5
sharp,5
room,5
course,5
air,5
weeds,5
brought,5
called,5
swamp,5
name,5
revolver,5
last,5
hope,5
stood,5
reason,5
darkness,5
door,5
direction,4
still,4
raised,4
cape,4
left,4
small,4
tried,4
mean,4
faint,4
going,4
voice,4
head,4
nothing,4
shook,4
struck,4
idea,4
seemed,4
chateau,4
answer,4
leaped,4
mine,4
let,4
perhaps,4
shoulders,4
second,4
cut,4
tigers,4
real,4
lost,4
buffalo,4
fall,4
evening,4
bush,4
pointing,4
water,4
death,4
steps,4
hunted,4
huge,4
branches,4
kind,4
sometimes,4
lips,4
suppose,4
opened,4
strength,4
want,4
danger,4
dangerous,4
jaguar,4
climbed,4
evil,4
may,4
sailors,4
mind,4
asked,4
young,4
turned,4
hundred,4
shore,4
near,4
flight,4
read,4
bottle,4
old,4
remarked,3
quicksand,3
behind,3
things,3
day,3
yards,3
woods,3
mouth,3
tall,3
leave,3
times,3
gray,3
showed,3
god,3
baying,3
shots,3
sanger,3
tonight,3
silver,3
need,3
entirely,3
heads,3
finished,3
mark,3
pleasure,3
someone,3
told,3
knocker,3
breath,3
hall,3
stakes,3
please,3
within,3
win,3
hardly,3
trees,3
wait,3
rocks,3
sat,3
swam,3
thank,3
large,3
startled,3
got,3
stone,3
hands,3
laugh,3
fox,3
dinner,3
shoulder,3
quite,3
moment,3
trying,3
four,3
perfect,3
believe,3
days,3
underbrush,3
make,3
forced,3
wide,3
blackness,3
fell,3
use,3
gun,3
explained,3
show,3
slowly,3
russian,3
taking,3
civilized,3
best,3
heart,3
suggested,3
play,3
sign,3
short,3
match,3
dressed,3
slender,3
devil,3
dogs,3
strokes,3
shot,3
turn,3
fresh,3
luckily,3
call,3
slight,3
seen,3
really,3
wounded,3
feeling,3
smoke,3
lay,3
case,3
morning,3
earth,3
red,3
effort,3
visit,3
ten,3
cat,3
blue,3
dozen,3
table,3
courtyard,3
uniform,3
man's,3
try,3
moving,3
brain,3
tight,3
straight,3
much,3
pressed,3
done,2
america,2
take,2
hours,2
military,2
joke,2
across,2
turning,2
upward,2
luck,2
hold,2
guns,2
specimens,2
chill,2
swish,2
live,2
terror,2
rich,2
bedroom,2
preserve,2
caught,2
excellent,2
attention,2
dread,2
restful,2
wits,2
trigger,2
fashion,2
crimson,2
beginning,2
moved,2
wine,2
log,2
animals,2
waters,2
corner,2
worth,2
frame,2
sailor,2
ring,2
eyebrows,2
standing,2
making,2
host,2
edge,2
suddenly,2
home,2
moss,2
welcome,2
ate,2
dropped,2
puffed,2
york,2
forward,2
bad,2
silent,2
escaped,2
largest,2
rested,2
american,2
six,2
towers,2
breeze,2
stock,2
closed,2
quiet,2
ah,2
fought,2
amazon,2
blade,2
none,2
minute,2
africa,2
stay,2
living,2
sent,2
invariably,2
given,2
beneath,2
twenty,2
ideas,2
offered,2
ears,2
bore,2
ideal,2
pieces,2
bay,2
quarter,2
deepest,2
us,2
drink,2
filled,2
night's,2
sir,2
studying,2
excuse,2
wild,2
revoir,2
sapling,2
au,2
moose,2
impulse,2
observed,2
regarded,2
limb,2
dusk,2
leaned,2
hit,2
tangible,2
problems,2
feels,2
failed,2
sportsman,2
serious,2
crush,2
thrill,2
doubt,2
cold,2
loose,2
followed,2
half,2
shrugged,2
dining,2
touched,2
breaking,2
grip,2
felt,2
tumbled,2
rail,2
cocktail,2
closely,2
sighed,2
sudden,2
talk,2
ridge,2
cannibals,2
stepped,2
little,2
keep,2
moccasins,2
hunters,2
czar,2
hound,2
greater,2
value,2
used,2
white,2
better,2
ahead,2
slid,2
tomorrow,2
delicately,2
finest,2
yet,2
cliffs,2
caribbean,2
played,2
chablis,2
word,2
broad,2
sun,2
curious,2
lore,2
lot,2
flat,2
finding,2
boots,2
warm,2
naturally,2
supply,2
rains,2
minutes,2
added,2
laid,2
soft,2
lifted,2
house,2
true,2
trap,2
waist,2
mirage,2
sipped,2
lying,2
instinct,2
sheath,2
score,2
set,2
terrible,2
playing,2
pain,2
discuss,2
laughed,2
ceased,2
monster,2
expect,2
swimming,2
library,2
figure,2
appear,2
thinking,2
wager,2
makes,2
glad,2
carried,2
exciting,2
hiding,2
lazarus,2
hoarse,2
doubtless,2
interest,2
difficult,2
years,2
start,2
green,2
look,2
speak,2
muttered,2
following,2
cunning,2
gold,2
killed,2
sucked,2
slow,2
nodded,2
today,2
plate,2
wash,2
country,2
hummed,2
shoot,2
brute,2
congratulate,2
trace,2
lit,2
drew,2
brown,2
pushed,2
ship,2
gap,2
agree,2
mouse,2
hoped,2
murder,2
inch,2
sort,2
extremely,2
incense,2
stiffly,2
point,2
inspiration,2
cheerfully,2
fainter,2
tired,2
splendid,2
somewhere,2
teeth,2
pipe,2
lived,2
without,2
crushed,2
honor,2
hotly,2
continued,2
eh,2
spring,2
providence,2
sharpcut,1
glittering,1
stand,1
drop,1
lunged,1
wavering,1
feelings,1
throw,1
greenly,1
button,1
merest,1
series,1
fluttered,1
conserving,1
crook,1
beg,1
channel,1
regrettable,1
eludes,1
power,1
officer,1
americans,1
approaching,1
murderer,1
swede,1
exceedingly,1
click,1
crouch,1
lose,1
raced,1
help,1
clearly,1
determined,1
ragged,1
recovered,1
top,1
notice,1
watercourse,1
flickering,1
erect,1
prehistoric,1
loses,1
swim,1
drive,1
paneled,1
covered,1
bloodhound,1
punish,1
five,1
uncomfortable,1
venerable,1
crystal,1
magnificence,1
odd,1
served,1
cove,1
meaning,1
unusually,1
certainty,1
rank,1
bear,1
amended,1
problem,1
anyone,1
refuses,1
surface,1
pupils,1
receding,1
scruples,1
mention,1
declared,1
voices,1
inevitable,1
resourceful,1
thoroughbred,1
vigor,1
gargoyle,1
glittered,1
quality,1
dense,1
gravely,1
collection,1
raw,1
straightened,1
hung,1
questioning,1
sharpened,1
structure,1
disappointed,1
imagine,1
